Cliente;Edad;Renta;Sexo;EstadoCivil;NivelSocioEconomico;Departamento;AntiguedadCuenta_Meses;RegistraAdicionales;NumeroAdicionales;AntiguedadAdicionales_Meses;LineaCreditoNormal;SituacionCuenta;PromediodePagos;SaldoExtra;SaldoNormal;SaldoTotal;HabitodePago1;HabitodePago2;HabitodePago3;HabitodePago4;HabitodePago5;HabitodePago6;HabitodePago7;HabitodePago8;PeorHabito Pago;FlagRefinanciadoHistórico;FlagRefinanciado;DiasMora200812;DiasMora200901;DiasMora200902;DiasMora200903;DiasMora200904;DiasMora200905;CódigoInstitucion;PagaDespues;DispEfectivo;CalificacionSBS;CompraAnual_200806_200905;NroTransaccionesAnual_200806_200905;CompraMensualMaxima_200806_200905;Flag_Cliente
142125;57;950;M;S;D;LIMA;64.77;0;;;400;5;1;0;423;423;1;1;1;1;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;1504.17;56;466.15;1
1475679;47;;M;C;D;LIMA;41.07;1;1;41.03;500;5;8;0;581;581;4;B;A;A;A;4;9;A;;N/V;No Registró;1;1;29;60;0;31;0;0;0;0;1461.8;12;447.11;1
654039;52;;M;C;B;LIMA;120.7;1;1;31.2;4800;0;1;0;2387;2387;1;1;1;1;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4515.64;22;2164;1
1750047;22;550;M;S;C;LIMA;28.33;0;;;400;5;5;0;394;394;4;9;A;4;2;2;2;2;;N/V;No Registró;1;1;0;0;0;1;0;0;7;4;1289.99;30;240;1
393380;54;;M;C;B;LIMA;114.23;0;;;4000;0;2;4770;968;5737;2;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;300;0;0;0;2914.31;18;996;1
2221816;31;;F;C;N;LAMBAYEQUE;8.57;0;;;300;0;1;0;165;165;1;2;1;1;0;1;0;;;N/V;No Registró;0;0;0;1;0;0;400;0;2;0;1359.06;21;637.2;1
1867931;56;707;F;S;N;AREQUIPA;23.37;0;;;1300;0;1;0;619;619;1;1;2;1;1;1;1;1;;N/V;No Registró;1;0;0;0;0;0;0;1;0;0;1885.37;16;1806;1
1865672;23;;F;S;D;LIMA;23.43;1;2;8.4;400;0;5;0;323;323;1;1;1;2;7;B;A;A;;N/V;No Registró;26;0;0;0;0;0;400;0;3;0;1272.29;17;259;1
50917;51;;M;C;N;PIURA;70.13;0;;;3100;0;2;3504;949;4453;1;1;1;4;2;2;2;2;;N/V;No Registró;0;0;0;0;10;0;;0;1;0;164.5;3;99;1
682560;46;;M;S;N;LA LIBERTAD;92.7;0;;;5800;0;2;6707;53;6760;2;2;2;1;2;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;1516.2;10;855.5;1
1548818;28;;M;S;C;LIMA;37.3;1;1;37.17;1000;0;A;0;219;219;A;B;A;A;A;A;A;A;;N/V;No Registró;31;1;29;1;31;1;0;0;0;0;570.39;3;294;1
807158;51;;F;C;A;LIMA;120.93;0;;;20000;0;2;13501;21922;35422;2;2;1;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;28857.65;194;8894.25;1
395576;44;495;F;S;C;LIMA;113.07;0;;;4000;0;1;0;2171;2171;1;1;2;2;1;2;1;2;;N/V;No Registró;0;1;0;0;0;0;300;0;0;0;5284.29;163;406;1
420693;46;2093;M;C;C;LIMA;150.6;0;;;1400;0;7;0;1178;1178;A;4;2;2;9;A;A;4;;N/V;No Registró;31;1;0;1;31;1;0;2;0;4;1470.39;20;434.7;1
912235;47;6579;F;S;A;LIMA;114.07;0;;;15000;0;1;9050;20280;29331;2;2;1;1;1;1;2;1;;N/V;No Registró;0;0;0;1;0;1;0;2;1;0;14904.44;52;5501.8;1
576721;64;7100;M;C;A;LIMA;95.27;1;1;36.43;9100;0;2;0;280;280;2;0;0;0;0;0;1;1;;N/V;No Registró;;0;0;0;0;0;0;1;0;0;578;2;379;1
754982;33;0;F;S;C;LIMA;87.1;0;;;2000;0;1;0;124;124;1;1;1;1;1;0;0;0;;N/V;No Registró;0;0;0;0;0;11;300;0;0;0;1779.42;9;999;1
878314;35;4600;M;S;N;AREQUIPA;80.53;1;1;26.9;9600;0;1;0;137;137;1;2;1;1;0;1;2;1;;N/V;No Registró;0;0;0;1;0;1;0;0;0;0;487.7;4;368.8;1
2136521;27;;M;S;C;LIMA;11.67;1;1;8.5;3000;0;3;0;512;512;1;1;7;A;4;1;2;1;;N/V;No Registró;11;11;0;0;0;11;0;0;0;0;6845.92;63;1864.98;1
1754194;45;;M;S;D;LIMA;28.13;0;;;500;0;2;0;487;487;2;2;2;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;8;0;2367.51;15;1378;1
710374;51;4503;M;C;A;LIMA;91.2;0;;;12100;0;8;0;123;123;9;A;A;A;4;9;A;4;;N/V;No Registró;0;16;13;16;15;0;;0;0;0;2503.5;9;1709.9;1
2145368;19;;M;S;N;PIURA;11.33;0;;;500;0;1;0;230;230;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;1757.6;29;753;1
1749571;31;1337;F;S;N;AREQUIPA;28.33;0;;;600;0;5;1107;749;1855;A;4;2;2;2;9;4;2;;N/V;No Registró;0;0;0;0;20;0;0;2;0;1;1726.17;32;467.86;1
1758908;31;;M;S;D;LIMA;27.9;0;;;700;0;7;0;540;540;1;9;A;B;A;A;4;1;;N/V;No Registró;21;52;18;0;0;0;0;0;0;0;3976.05;33;1496.95;1
2024955;52;1092;M;S;C;LIMA;16.2;1;1;16.13;1400;0;1;1588;271;1860;1;1;1;1;1;1;1;2;;N/V;No Registró;0;1;0;0;0;0;0;0;0;0;2171.42;19;1327.15;1
163976;33;655;M;S;N;AREQUIPA;62.13;0;;;600;0;1;0;85;85;0;0;1;1;1;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;568.06;5;360.51;1
803381;39;;F;S;C;LIMA;123.07;0;;;1620;5;3;0;4145;4145;4;4;4;2;2;2;2;4;;N/V;No Registró;6;6;3;0;5;6;0;0;6;0;1384.13;56;351.85;1
65387;55;;F;S;N;LA LIBERTAD;68.67;0;;;1200;0;2;0;617;617;1;1;1;1;1;7;A;4;;N/V;No Registró;0;0;0;0;0;0;;0;0;0;7743.89;76;1286.01;1
348789;48;2008;F;C;C;LIMA;136.37;0;;;3500;5;3;0;4334;4334;1;2;9;4;2;1;1;1;;N/V;No Registró;0;1;0;1;0;1;0;0;0;0;7072.85;23;3951;1
270237;40;;F;S;B;LIMA;138.03;0;;;2200;5;3;0;1627;1627;4;1;1;1;1;1;2;A;;N/V;No Registró;0;0;0;0;0;21;0;0;0;0;3265;5;1778.05;1
1497441;51;846;F;C;N;LAMBAYEQUE;39.77;1;1;34.4;1200;0;4;0;879;879;9;4;7;4;1;1;2;1;;N/V;No Registró;0;1;0;1;0;0;0;0;2;0;6768.87;44;3425;1
454440;47;;M;C;A;LIMA;130.4;0;;;4100;0;2;0;1234;1234;2;2;2;2;1;1;2;4;;N/V;No Registró;0;1;0;1;0;0;0;0;0;0;3071.6;40;378;1
1586293;26;;M;S;D;LIMA;35.73;1;2;35.57;700;0;1;0;317;317;2;1;1;1;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2331.94;58;373.73;1
350688;67;901;F;C;B;LIMA;135.73;0;;;5400;0;1;268;4967;5235;1;2;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;1;4236.07;81;1724;1
698415;29;;F;S;N;LAMBAYEQUE;56.63;1;1;43.87;1000;0;1;940;1409;2349;1;1;2;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4751.42;78;837.02;1
1627929;40;;M;S;C;LIMA;19.07;0;;;800;0;3;0;136;136;1;4;1;9;4;2;1;4;;N/V;No Registró;11;0;0;0;0;0;0;0;0;0;1310.37;13;199.6;1
1054081;27;965;F;S;C;LIMA;47.67;1;1;0.9;1000;0;1;0;551;551;2;1;2;1;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;4805.11;47;534.18;1
955942;46;750;M;S;C;LIMA;76.73;0;;;900;0;1;0;205;205;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;797.86;6;739;1
523105;72;1398;F;C;C;LIMA;101;0;;;900;0;1;0;190;190;2;1;1;1;2;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1768.06;27;130;1
58840;39;;M;S;C;LIMA;53.13;0;;;1000;0;4;0;404;404;2;9;4;1;2;4;9;4;;N/V;No Registró;0;0;3;34;5;0;0;0;0;0;3391.57;61;434.43;1
866012;27;632;M;C;C;LIMA;81.33;1;2;54.83;2160;0;5;0;2185;2185;1;9;A;4;2;4;4;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;8532.32;104;2589.28;1
965859;42;884;F;S;N;AREQUIPA;75.97;0;;;1600;0;6;0;1006;1006;9;A;4;1;9;A;4;4;;N/V;No Registró;0;0;8;11;0;11;0;0;0;0;2752.74;13;1528.2;1
1449579;40;;M;S;C;LIMA;45.2;0;;;2800;0;1;0;192;192;2;2;1;1;1;1;1;1;;N/V;No Registró;0;0;0;6;0;0;0;0;0;0;464.77;13;354;1
566615;38;797;F;C;N;PIURA;95.87;0;;;1400;0;1;0;737;737;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1352.71;28;566.95;1
2160278;25;843;M;S;D;LIMA;10.8;0;;;700;0;2;0;784;784;4;2;2;2;1;1;1;1;;N/V;No Registró;0;0;0;6;5;36;0;1;2;0;3681.45;41;1022;1
921419;32;2300;M;S;C;LIMA;79.03;0;;;3600;0;1;0;1692;1692;1;1;2;1;2;2;1;1;;N/V;No Registró;1;0;0;0;0;1;0;0;0;0;6730.67;34;2852;1
1256943;29;;F;S;D;LIMA;10.07;0;;;600;0;3;0;327;327;1;1;1;9;4;2;1;1;;N/V;No Registró;1;0;0;0;0;0;0;0;0;0;1857.54;25;399;1
316887;53;6548;M;C;A;LIMA;152.8;1;1;42.67;7600;0;1;0;362;362;2;2;1;1;2;1;1;1;;N/V;No Registró;6;0;3;0;0;0;0;2;0;0;1811.15;15;302.4;1
1827558;24;605;F;S;C;LIMA;24.97;0;;;1100;0;1;0;65;65;1;2;2;1;1;1;2;1;;N/V;No Registró;0;1;0;1;0;0;0;0;0;0;966.41;24;230.6;1
693819;32;1105;M;S;B;LIMA;59.87;0;;;1600;0;2;0;1618;1618;2;2;2;1;1;2;2;2;;N/V;No Registró;;0;0;0;0;0;0;1;3;0;2390.05;37;552;1
1633539;50;;F;S;N;LA LIBERTAD;13.6;0;;;1000;0;4;0;453;453;4;9;4;2;2;1;1;2;;N/V;No Registró;0;0;0;26;0;0;0;2;0;0;1535.8;33;439.1;1
177510;66;1012;M;S;B;LIMA;109.47;1;2;0.23;6900;0;2;0;1456;1456;2;2;2;2;2;2;2;1;;N/V;No Registró;1;1;0;0;0;0;300;0;2;0;10669.24;96;3874.2;1
239031;46;605;M;C;B;LIMA;151.4;0;;;2100;0;3;0;468;468;2;4;2;2;2;9;4;2;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;1880.93;17;269;1
1254173;30;550;F;S;N;LA LIBERTAD;17.33;0;;;2300;0;1;0;1370;1370;2;2;1;1;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;11676.61;60;2256.75;1
1830169;41;785;F;S;N;LA LIBERTAD;24.87;0;;;900;0;1;0;623;623;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5170.64;62;509.76;1
724478;48;;F;C;N;LA LIBERTAD;89.97;0;;;1080;0;1;0;1079;1079;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;6;0;3027.37;36;1467.34;1
171942;35;765;F;S;N;AREQUIPA;61.27;0;;;500;5;6;0;221;221;A;4;2;9;4;1;9;A;;N/V;No Registró;1;1;0;1;31;1;0;1;2;0;824.38;18;311.63;1
1458832;31;1912;M;S;N;LA LIBERTAD;42.17;0;;;1200;0;7;0;1141;1141;9;A;A;4;2;9;4;1;;N/V;No Registró;1;1;0;1;0;1;0;0;1;0;3923.72;33;799;1
339562;40;1784;F;S;A;LIMA;139.43;1;1;10.3;9900;0;2;0;1891;1891;2;2;2;2;4;2;2;2;;N/V;No Registró;1;1;0;1;0;1;0;0;0;2;7365.87;46;2774.9;1
56817;25;684;M;S;C;LIMA;59.63;1;1;31;750;0;1;0;585;585;1;1;1;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;2;0;2061.09;24;407;1
2087000;28;;M;S;D;LIMA;13.6;1;1;13.53;600;0;5;0;1844;1844;A;4;4;2;9;4;2;2;;N/V;No Registró;26;0;0;0;0;0;956;2;1;3;2971.83;27;2247.11;1
2220652;25;;M;S;C;LIMA;8.6;0;;;2600;5;2;0;826;826;4;1;2;1;0;0;0;;;N/V;No Registró;0;0;0;1;0;1;0;0;0;0;397.7;4;279;1
2067600;25;755;F;S;D;LIMA;14.33;1;1;13.33;700;0;3;0;118;118;4;4;1;2;0;0;0;1;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;410.13;4;149;1
1804558;24;3620;F;S;D;LIMA;25.8;0;;;400;5;7;0;411;411;9;4;2;9;4;9;A;A;;N/V;No Registró;1;32;0;1;0;1;0;0;3;1;1780.19;24;625.8;1
834326;38;1194;F;S;N;LA LIBERTAD;83.63;0;;;700;0;4;0;625;625;2;9;4;1;1;4;4;4;;N/V;No Registró;0;0;8;0;0;11;0;0;0;0;3065.63;69;370.54;1
978125;39;;F;S;C;LIMA;75.03;1;1;33.43;2100;0;2;0;817;817;2;2;2;2;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;14084.96;83;2944.34;1
595497;33;2055;F;S;N;LA LIBERTAD;93.97;0;;;2400;0;1;0;6016;6016;2;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;10526.74;15;4411.24;1
464751;62;;M;C;C;LIMA;120.1;1;1;30.87;900;0;3;0;750;750;2;9;4;2;2;2;2;2;;Ref.C;Registró Refinanciación;0;0;0;16;0;0;0;2;6;0;1254.11;27;348.97;1
645767;53;605;M;C;A;LIMA;127.37;0;;;11000;0;1;0;2796;2796;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5572.57;9;3999;1
2226846;26;550;M;S;N;LAMBAYEQUE;8.37;1;1;8.3;400;0;2;0;425;425;2;1;4;2;1;1;1;;;N/V;No Registró;0;0;0;0;0;0;0;1;0;4;1578.89;45;214.3;1
683968;24;2079;F;S;B;LIMA;56.67;0;;;2200;0;2;0;252;252;2;2;1;2;2;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;2782.28;41;503.6;1
206979;62;5125;F;S;C;LIMA;165.17;0;;;3200;0;1;0;3269;3269;1;2;2;1;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;3;8;0;1574.55;36;389.4;1
1304107;40;;M;C;C;LIMA;42.2;0;;;1800;0;5;0;1766;1766;A;4;4;1;2;1;2;9;;Ref.C;Registró Refinanciación;1;0;0;1;31;0;0;0;3;3;2646.4;50;1295.39;1
292311;39;801;M;C;N;PIURA;58.17;0;;;1100;0;1;0;619;619;2;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;10;0;1164.52;31;296.81;1
2251915;28;550;M;S;D;LIMA;7.5;0;;;500;0;2;0;29;29;4;1;1;1;1;0;;;;N/V;No Registró;1;0;0;1;0;0;0;0;0;0;106.8;7;65.3;1
1081956;39;;F;S;C;LIMA;45.4;0;;;1100;0;1;194;48;242;1;1;1;1;2;1;1;1;;N/V;No Registró;1;0;0;0;0;0;0;0;0;0;2079.97;43;497.9;1
1534582;35;;F;S;C;LIMA;37.9;1;1;21.43;1000;0;3;0;1101;1101;1;2;2;2;2;2;9;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;12455.24;95;996.29;1
89597;36;2155;M;S;C;LIMA;66.3;0;;;800;0;3;0;257;257;2;1;9;2;2;2;2;1;;N/V;No Registró;0;0;23;0;0;0;0;0;0;1;1623.78;9;617.43;1
422590;50;28749;M;C;A;LIMA;149.17;1;1;61.13;7650;0;2;0;14862;14862;1;1;1;2;1;1;9;4;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;19713.33;66;5285.29;1
1710778;51;4369;M;C;A;LIMA;30.13;0;;;18800;0;3;2551;592;3142;9;4;2;1;1;1;1;2;;N/V;No Registró;0;0;0;0;25;0;0;0;4;1;1849.23;33;988;1
1554631;61;862;M;C;D;LIMA;37.07;1;3;37.07;500;0;7;0;467;467;4;2;B;A;B;A;A;4;;N/V;No Registró;1;32;0;1;0;1;0;2;0;0;488.31;30;104;1
2163703;32;959;F;S;D;LIMA;10.67;0;;;600;0;1;861;571;1432;2;2;1;1;1;1;1;1;;N/V;No Registró;0;0;0;1;0;0;0;0;0;0;1654.02;20;630.71;1
921302;43;;M;S;D;LIMA;79.07;0;;;400;0;1;0;233;233;1;1;2;2;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1774.89;34;339.99;1
2125014;43;;M;S;N;LAMBAYEQUE;12.17;0;;;400;0;1;0;474;474;1;1;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;400;0;0;0;2368.31;52;268.59;1
947404;47;;F;S;C;LIMA;77.43;0;;;1600;0;2;0;479;479;2;1;2;2;1;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;4;1633.88;3;1072.05;1
584521;51;870;M;C;N;LA LIBERTAD;94.7;0;;;2000;0;2;521;2557;3078;2;2;1;1;1;1;9;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4527.45;3;4253.36;1
885718;50;879;F;C;C;LIMA;58.87;0;;;800;0;2;0;844;844;2;2;2;2;4;1;1;4;;N/V;No Registró;0;0;0;0;0;0;0;0;5;0;3554.99;32;521.95;1
2076382;33;3241;M;C;N;CAJAMARCA;14.03;0;;;7700;0;2;28965;953;29918;2;2;2;2;1;2;2;1;;N/V;No Registró;0;1;0;1;0;0;0;0;0;0;5111.15;32;1213.7;1
1895187;33;;M;S;N;LA LIBERTAD;22.1;0;;;500;0;2;0;147;147;2;2;2;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2287.42;28;379.95;1
170321;53;2695;M;C;B;LIMA;61.43;0;;;7700;0;1;0;2433;2433;1;1;1;1;2;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1594.65;25;338.3;1
2148267;56;;M;S;N;LAMBAYEQUE;11.27;1;1;10.63;600;0;2;0;508;508;2;2;4;2;2;2;4;1;;N/V;No Registró;1;1;0;0;0;1;0;1;4;0;2159.91;46;638.62;1
2219857;21;;F;S;N;PIURA;8.6;0;;;400;5;2;0;385;385;2;2;2;2;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;400;0;0;0;1711.85;35;378;1
1053559;35;7105;M;C;N;LA LIBERTAD;47.7;1;1;23.4;11600;0;1;0;3613;3613;1;1;1;2;1;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;5828.8;89;1373.6;1
2097430;22;;M;S;N;LA LIBERTAD;13.2;0;;;600;0;1;0;428;428;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;955;0;0;0;1959.83;18;1021.34;1
1801332;27;;M;S;C;LIMA;25.93;1;1;5.1;1000;0;2;0;656;656;2;2;2;2;2;2;2;2;;N/V;No Registró;0;0;3;6;0;0;0;0;0;0;3146.87;117;367;1
768923;34;1266;F;S;A;LIMA;86.23;0;;;8000;0;2;0;552;552;2;2;2;2;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;2830.43;26;739;1
1035164;29;2450;M;S;B;LIMA;49.1;0;;;2200;0;2;0;402;402;2;2;0;0;0;0;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1074.49;9;375;1
834056;30;550;F;S;D;LIMA;59.03;0;;;600;0;4;0;408;408;7;4;1;1;2;9;4;4;;N/V;No Registró;0;0;0;0;0;0;0;2;2;0;2193.44;49;357.42;1
1400094;50;;F;C;D;LIMA;45.23;1;3;40.63;500;0;8;0;499;499;7;4;9;4;9;C;B;A;;N/V;No Registró;6;6;34;6;0;6;0;0;0;0;1302.6;20;407.9;1
145483;35;784;M;S;C;LIMA;64.37;1;1;58.87;2000;0;2;0;1620;1620;1;1;2;1;1;9;4;1;;N/V;No Registró;0;0;0;0;0;0;0;1;2;2;3367.09;37;996.07;1
1060957;37;;F;S;N;AREQUIPA;47.07;0;;;500;0;4;0;397;397;4;4;4;2;4;4;4;4;;N/V;No Registró;1;1;0;1;0;1;400;2;0;0;202.79;13;129.89;1
2031602;43;;M;S;D;LIMA;15.83;1;1;2.8;500;0;4;0;339;339;2;2;9;A;4;2;4;1;;N/V;No Registró;6;37;34;0;5;6;400;0;6;0;1427.28;31;230.87;1
166544;34;1860;M;S;C;LIMA;61.8;0;;;2300;0;1;0;613;613;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;715;10;557;1
1322892;56;;M;S;B;LIMA;40.63;0;;;4200;0;1;1546;3852;5399;1;1;1;4;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;5793.4;45;2590.6;1
1515519;21;2094;F;S;B;LIMA;38.83;0;;;2800;0;1;0;2725;2725;1;2;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;382.36;18;88.88;1
1479139;34;;F;S;N;PIURA;40.83;0;;;500;0;4;0;51;51;7;1;4;0;0;0;0;0;;N/V;No Registró;;0;0;31;0;1;0;0;0;0;122.2;3;71.35;1
47560;30;655;F;S;C;LIMA;70.47;0;;;1200;5;5;0;503;503;1;4;2;9;A;A;A;4;;N/V;No Registró;1;1;0;1;0;1;0;0;0;0;1397.7;25;337.9;1
56009;69;;M;C;C;LIMA;69.63;0;;;800;0;1;0;818;818;1;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;3279.08;23;401.39;1
252233;43;2059;M;C;C;LIMA;144.03;1;1;33.13;4200;0;1;0;478;478;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;9836.5;80;2383.4;1
539126;47;;M;C;C;LIMA;98.57;0;;;2300;0;1;0;504;504;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;400;0;0;0;1557.18;6;848;1
1947962;26;850;M;S;C;LIMA;19.33;0;;;3000;0;1;0;1989;1989;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4915.76;52;1118.9;1
700086;36;;M;S;B;LIMA;91.97;1;1;26.63;5800;0;5;0;4482;4482;A;4;1;4;4;1;9;A;;N/V;No Registró;0;0;0;0;25;26;;0;0;0;3705;44;1412.02;1
714389;37;;M;S;N;LA LIBERTAD;90.93;0;;;800;0;2;0;500;500;2;2;2;2;2;4;1;4;;N/V;No Registró;0;0;0;0;0;0;;0;0;0;3155.3;44;558.94;1
1696449;22;800;F;S;C;LIMA;30.7;1;1;23.47;1400;0;1;3314;1165;4479;1;1;1;1;2;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;4170.28;66;657.14;1
884062;32;;M;S;B;LIMA;80.17;0;;;5500;0;2;5833;3690;9523;4;2;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;16;0;0;0;0;516.57;11;155.62;1
2154952;26;;M;S;D;LIMA;11;0;;;500;0;1;0;404;404;2;1;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;3;0;1298.37;25;476;1
1102555;41;15000;F;S;A;LIMA;27.17;0;;;5000;0;2;0;4976;4976;4;1;1;2;1;2;2;4;;N/V;No Registró;0;1;0;0;0;0;0;0;1;0;32592.42;81;6054.38;1
93808;56;2397;M;C;B;LIMA;65.77;0;;;6800;0;1;11325;441;11766;1;2;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;2019.32;15;1893.52;1
1515300;31;605;F;S;C;LIMA;38.83;0;;;1500;0;4;0;3214;3214;4;9;4;2;4;2;2;1;;N/V;No Registró;1;1;0;1;0;31;0;0;0;0;12070.5;103;1913.9;1
1638859;33;;M;S;D;LIMA;33.4;0;;;500;0;3;9876;1410;11286;2;2;1;9;4;1;7;4;;N/V;No Registró;0;16;0;0;0;0;0;0;1;0;;;;1
682758;50;760;F;C;N;PIURA;92.7;0;;;2300;0;3;0;92;92;2;2;1;2;2;9;4;2;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;509.67;6;200;1
2237253;47;550;M;S;N;LAMBAYEQUE;8.1;0;;;300;5;4;0;444;444;A;4;1;1;2;1;1;;;N/V;No Registró;0;0;0;0;20;51;400;1;4;1;630.1;21;161;1
363941;54;1975;M;C;B;LIMA;129.9;0;;;4000;0;1;0;604;604;1;1;1;1;1;2;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;2987.33;28;675.9;1
999314;32;564;F;S;N;LAMBAYEQUE;51.97;0;;;1200;0;1;0;246;246;1;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;1411.77;9;399;1
491628;62;1776;M;S;N;LAMBAYEQUE;54.83;0;;;2500;0;2;0;64;64;2;1;2;2;1;1;7;4;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;552.34;11;203.8;1
542881;35;;M;C;C;LIMA;98.13;0;;;3100;0;5;0;3303;3303;A;4;4;4;2;4;4;4;;N/V;No Registró;0;11;8;11;10;11;0;0;0;1;6743.04;31;3177.3;1
2012155;40;706;F;S;C;LIMA;16.67;0;;;2700;0;3;0;500;500;1;2;1;1;1;9;4;9;;N/V;No Registró;1;1;0;0;0;0;0;0;0;0;3313.44;19;2211.95;1
2210375;34;846;M;S;N;LA LIBERTAD;8.97;0;;;500;0;1;0;397;397;1;1;1;1;1;0;0;0;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;611.75;8;383;1
753133;55;3207;M;C;N;AREQUIPA;87.27;0;;;3600;0;1;0;117;117;1;1;1;2;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;560.55;5;141.45;1
1047761;55;836;F;S;N;LA LIBERTAD;48.13;0;;;1400;0;1;0;486;486;1;2;1;2;2;0;0;1;;N/V;No Registró;1;1;0;0;0;0;0;1;0;0;798;3;520;1
2015520;26;885;M;S;N;ICA;16.5;0;;;400;0;2;0;2134;2134;2;2;2;2;2;2;2;2;;N/V;No Registró;1;1;0;1;0;1;0;0;2;0;5482.41;22;4027;1
6857;43;;F;S;D;LIMA;73.7;0;;;600;0;2;0;621;621;4;2;2;1;1;1;2;2;;N/V;No Registró;0;0;3;6;5;0;400;1;1;0;5940.77;49;1612.9;1
1489065;51;2602;M;S;N;AREQUIPA;40.23;0;;;1800;5;6;0;1100;1100;A;4;2;9;A;A;4;2;;N/V;No Registró;1;32;0;1;31;62;0;2;0;1;1527.38;64;308.6;1
1969524;41;;M;S;N;LA LIBERTAD;18.37;0;;;500;0;2;0;240;240;2;2;2;2;1;2;2;2;;N/V;No Registró;0;1;0;0;0;0;0;0;0;0;4398.87;31;1687.9;1
2156239;28;;M;S;D;LIMA;10.93;1;1;10.87;400;0;2;0;344;344;2;2;2;2;2;2;2;2;;N/V;No Registró;1;1;0;1;0;0;0;0;0;0;2118.58;26;387.62;1
